trial,reward,cot,distance,velocity,avg_tilt,survived,freq,duty_factor,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
30,-0.952051,1.148743,3.263234,0.652647,0.064816,1.000000,4.000000,0.736995,0.147600,0.115000,0.110662,0.032171,0.026000,0.029853,0.082364,0.129874,0.099483,-0.015000,-0.061656,-0.031730
31,-1.066830,0.860579,0.734202,0.146840,0.139836,1.000000,0.500000,0.200000,0.145141,0.091572,0.099127,0.007928,0.061656,0.015000,0.076067,0.123165,0.115000,-0.015000,-0.080000,0.005000
32,-2.333211,2.051161,0.415391,0.083078,0.161795,1.000000,0.500000,0.200000,0.147600,0.104782,0.093027,0.005000,0.055677,0.055000,0.055000,0.113883,0.090603,0.018567,-0.074649,-0.013544
33,-3.347629,2.835880,0.253645,0.050729,0.268557,1.000000,0.500000,0.626586,0.116791,0.095391,0.112732,0.045000,0.043052,0.055000,0.070437,0.142377,0.100694,-0.015000,-0.075128,-0.031276
34,-2.583987,2.424552,0.470835,0.094167,0.103260,1.000000,0.869769,0.252167,0.098400,0.101882,0.101211,0.005000,0.043310,0.028159,0.087713,0.113157,0.085902,0.025000,-0.053249,-0.020536
35,-10.000000,,-0.063950,-0.012790,0.158375,1.000000,2.870087,0.605484,0.132062,0.111428,0.085428,0.019655,0.030392,0.035199,0.063535,0.117248,0.096978,0.015970,-0.080000,0.004870
36,-10.000000,,-1.307692,-0.261538,1.230376,0.000000,1.490771,0.800000,0.147600,0.108394,0.119671,0.045000,0.063415,0.055000,0.078517,0.109674,0.115000,0.025000,-0.065640,-0.023155
37,-1.714082,1.864062,2.342575,0.468515,0.042139,1.000000,4.000000,0.330544,0.147600,0.098545,0.124650,0.005822,0.026000,0.015000,0.066311,0.108454,0.075000,0.004281,-0.080000,-0.011920
38,-1.148919,1.253056,2.471496,0.494299,0.071507,1.000000,4.000000,0.260344,0.098400,0.075000,0.099707,0.045000,0.026000,0.046410,0.090058,0.111117,0.101174,0.010281,-0.045458,-0.023118
39,-10.000000,,-0.943213,-0.188643,0.145846,1.000000,3.318786,0.800000,0.113173,0.075000,0.083200,0.032377,0.037174,0.046279,0.071254,0.132815,0.105552,0.013159,-0.080000,-0.035000
40,-0.670939,0.742432,3.722457,0.744491,0.150376,1.000000,4.000000,0.266138,0.106263,0.099185,0.083200,0.045000,0.058889,0.029384,0.055000,0.112078,0.106368,-0.015000,-0.079399,-0.035000
41,-1.774380,1.808951,1.270960,0.254192,0.046263,1.000000,3.488139,0.200000,0.098400,0.079969,0.084962,0.031706,0.026000,0.016976,0.084892,0.108370,0.108264,0.015631,-0.069139,0.001410
42,-2.953184,2.916935,1.184489,0.236898,0.077349,1.000000,3.152428,0.300222,0.121079,0.115000,0.083200,0.045000,0.031682,0.045223,0.072987,0.133365,0.075000,-0.000465,-0.080000,0.005000
43,-2.160715,1.687387,0.533436,0.106687,0.263336,1.000000,0.500000,0.722491,0.098400,0.115000,0.120963,0.031229,0.043462,0.039757,0.083111,0.097600,0.099742,-0.010466,-0.067257,0.002902
44,-0.442612,0.507852,2.881974,0.576395,0.111479,1.000000,2.500187,0.389588,0.128792,0.075000,0.113243,0.043209,0.059506,0.031308,0.062872,0.112661,0.115000,-0.015000,-0.072302,-0.010407
45,-6.244564,6.097752,0.308271,0.061654,0.088819,1.000000,1.424887,0.200000,0.136921,0.096387,0.089599,0.023276,0.055049,0.030435,0.060948,0.097600,0.089092,-0.015000,-0.067572,0.005000
46,-10.000000,,-1.333931,-0.266786,0.202149,1.000000,2.276682,0.800000,0.147600,0.101002,0.083200,0.032258,0.060659,0.019229,0.091115,0.106688,0.104689,-0.006572,-0.065251,-0.035000
47,-2.223346,1.789628,0.549390,0.109878,0.244328,1.000000,0.803430,0.677814,0.147600,0.108237,0.083200,0.020651,0.042236,0.015000,0.055105,0.146400,0.101427,0.002762,-0.080000,-0.010842
48,-10.000000,,-0.157427,-0.031485,0.183576,1.000000,2.551985,0.488519,0.122345,0.109281,0.090454,0.040305,0.039899,0.045612,0.055000,0.136373,0.075000,0.018533,-0.078520,-0.017094
49,-1.344503,1.426391,1.651441,0.330288,0.041628,1.000000,2.475506,0.200000,0.128519,0.115000,0.117056,0.025293,0.034459,0.015000,0.084987,0.105867,0.096577,0.023076,-0.043657,-0.033164
50,-10.000000,,-0.399679,-0.079936,0.411009,1.000000,0.750604,0.775917,0.147600,0.092642,0.109350,0.027848,0.057854,0.047880,0.058957,0.129919,0.108321,0.025000,-0.049218,-0.003340
51,-1.284064,1.174716,0.986342,0.197268,0.103991,1.000000,1.038445,0.575815,0.129931,0.099593,0.124800,0.025618,0.031751,0.046106,0.065068,0.128799,0.079473,0.006843,-0.070824,-0.018248
52,-10.000000,,-0.109522,-0.021904,0.349672,1.000000,1.436927,0.800000,0.133419,0.088659,0.109896,0.019912,0.026000,0.022746,0.079061,0.119829,0.095360,0.025000,-0.070425,-0.023408
53,-2.186847,2.240730,1.604236,0.320847,0.053270,1.000000,4.000000,0.200000,0.124962,0.088809,0.113466,0.027160,0.046510,0.024433,0.086588,0.114677,0.105097,0.005669,-0.069305,-0.029605
54,-6.786158,6.671096,0.261020,0.052204,0.070582,1.000000,1.606828,0.200000,0.119508,0.076802,0.088413,0.031073,0.066000,0.015000,0.069155,0.111608,0.115000,0.008890,-0.074205,-0.007040
55,-1.126506,1.334351,2.679939,0.535988,0.030075,1.000000,4.000000,0.200000,0.121871,0.112618,0.115343,0.026277,0.059613,0.020717,0.095000,0.097600,0.115000,0.025000,-0.059589,-0.010684
56,-0.191962,0.392197,3.332477,0.666495,0.066506,1.000000,2.486023,0.439422,0.117456,0.090421,0.083200,0.041240,0.063221,0.055000,0.056764,0.117292,0.108103,0.002248,-0.040000,-0.026486
57,-0.920836,0.998565,2.239523,0.447905,0.073111,1.000000,3.229771,0.279799,0.120500,0.105937,0.124800,0.045000,0.066000,0.022248,0.061632,0.097600,0.095535,0.025000,-0.076007,0.000977
58,-1.400999,0.982198,0.778433,0.155687,0.248322,1.000000,0.520803,0.397368,0.098400,0.115000,0.083200,0.019166,0.042978,0.039400,0.095000,0.146400,0.107994,-0.001993,-0.080000,-0.035000
59,-10.000000,,-0.675057,-0.135011,0.329721,1.000000,2.101316,0.561344,0.118192,0.091472,0.124800,0.022853,0.035319,0.025691,0.062497,0.121927,0.091483,0.013538,-0.076633,-0.035000
60,-0.392126,0.603166,3.028119,0.605624,0.045886,1.000000,3.346106,0.340043,0.116651,0.115000,0.089137,0.043619,0.066000,0.055000,0.055000,0.097600,0.094530,0.022624,-0.040000,-0.035000
61,-0.672220,0.779114,2.148942,0.429788,0.054000,1.000000,1.812946,0.538247,0.138901,0.075000,0.113160,0.025551,0.043791,0.029224,0.060352,0.100751,0.115000,0.010711,-0.066276,-0.000392
62,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.244428,0.800000,0.098400,0.092483,0.124800,0.045000,0.026000,0.037665,0.069320,0.146400,0.112260,0.025000,-0.064136,-0.035000
63,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.448033,0.629971,0.121103,0.107852,0.117286,0.019511,0.034310,0.027873,0.072306,0.146400,0.079944,-0.015000,-0.051377,-0.028145
64,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.876262,0.204429,0.147600,0.075000,0.108079,0.041957,0.054757,0.015000,0.070101,0.134456,0.094353,0.004175,-0.076424,0.005000
65,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.624222,0.466685,0.124494,0.115000,0.119490,0.045000,0.066000,0.015000,0.055000,0.146400,0.112709,-0.008035,-0.078304,-0.008145
66,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.263520,0.313277,0.099251,0.092184,0.083333,0.030272,0.041589,0.038106,0.093911,0.146400,0.104623,0.025000,-0.073539,0.005000
67,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.267061,0.147600,0.108473,0.124800,0.035194,0.044321,0.026283,0.055000,0.135168,0.087488,-0.012742,-0.080000,-0.015102
68,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.586979,0.460861,0.106043,0.075000,0.083200,0.045000,0.051455,0.055000,0.061352,0.131662,0.115000,0.019121,-0.080000,-0.035000
69,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.552867,0.135262,0.091414,0.124800,0.045000,0.046911,0.017698,0.084354,0.146400,0.075000,0.025000,-0.046595,-0.026492
70,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.532452,0.800000,0.109105,0.086991,0.124800,0.028133,0.051103,0.015000,0.055000,0.130020,0.103804,-0.015000,-0.050106,-0.007895
71,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.734097,0.722783,0.147600,0.088992,0.124800,0.045000,0.026000,0.029617,0.088187,0.141089,0.101225,-0.004395,-0.056177,0.005000
72,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.200000,0.098400,0.106771,0.124800,0.010886,0.033937,0.055000,0.066850,0.132588,0.086906,0.025000,-0.071668,-0.005340
73,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.122869,0.226745,0.098400,0.075000,0.111460,0.045000,0.046566,0.025554,0.073979,0.097600,0.115000,-0.005800,-0.071994,-0.029015
74,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.142446,0.200000,0.147600,0.078020,0.124800,0.045000,0.051761,0.053749,0.055000,0.114417,0.102106,0.025000,-0.055890,-0.029846
75,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.800000,0.147600,0.075000,0.102360,0.016168,0.043545,0.027203,0.055000,0.146400,0.075000,-0.012854,-0.080000,-0.012343
76,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.552139,0.540470,0.119970,0.115000,0.124800,0.013404,0.054989,0.015000,0.095000,0.107726,0.093905,0.025000,-0.075161,-0.025012
77,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.471484,0.147600,0.115000,0.087016,0.033517,0.031999,0.021759,0.058614,0.101381,0.076489,-0.011290,-0.077409,-0.024415
78,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.180241,0.355796,0.130476,0.092666,0.092677,0.010823,0.044608,0.029956,0.075345,0.107525,0.115000,0.025000,-0.040000,-0.031690
79,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.431608,0.105529,0.115000,0.111902,0.008326,0.026000,0.042917,0.074982,0.146400,0.076497,0.020057,-0.040000,-0.024033
80,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.622841,0.599910,0.124202,0.075436,0.083200,0.027994,0.066000,0.027983,0.071262,0.130098,0.083989,0.025000,-0.059791,-0.022869
81,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.188366,0.200000,0.112574,0.113896,0.107531,0.041857,0.060784,0.029040,0.089043,0.136928,0.093794,-0.006193,-0.067913,-0.035000
82,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.994812,0.200000,0.132954,0.115000,0.124800,0.045000,0.066000,0.042890,0.073569,0.131784,0.106468,0.025000,-0.049764,-0.029640
83,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.747141,0.200000,0.138158,0.111048,0.120643,0.016054,0.062792,0.032855,0.069894,0.113207,0.087208,0.021736,-0.040000,-0.012480
84,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.348543,0.646113,0.114375,0.115000,0.103361,0.014495,0.037948,0.055000,0.095000,0.106848,0.083574,0.025000,-0.063483,-0.023685
85,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.413702,0.200000,0.124774,0.115000,0.109416,0.027843,0.055393,0.024637,0.095000,0.127460,0.075000,-0.005166,-0.053291,-0.010954
86,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.817084,0.341648,0.099423,0.110021,0.124800,0.029362,0.066000,0.055000,0.095000,0.097600,0.097777,-0.015000,-0.063197,-0.016381
87,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.575118,0.800000,0.125116,0.099928,0.120848,0.011468,0.066000,0.036621,0.055169,0.103962,0.088497,0.016910,-0.068900,0.005000
88,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.656601,0.200000,0.098436,0.115000,0.083200,0.015262,0.066000,0.029558,0.076749,0.097600,0.108996,-0.006210,-0.057722,-0.020680
89,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.604013,0.330525,0.147600,0.092597,0.124800,0.014916,0.048089,0.055000,0.072549,0.146400,0.085740,-0.015000,-0.056845,-0.031409
90,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.667991,0.126607,0.079870,0.124800,0.024937,0.066000,0.053662,0.066883,0.146400,0.075000,-0.012439,-0.080000,-0.014757
91,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.133933,0.619993,0.098400,0.077383,0.124800,0.016757,0.032537,0.015000,0.092807,0.097600,0.096315,0.010642,-0.043962,-0.034826
92,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.800000,0.144390,0.082509,0.102472,0.010073,0.066000,0.051016,0.095000,0.097600,0.092483,-0.015000,-0.080000,0.002658
93,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.623526,0.646456,0.098400,0.107621,0.110896,0.021277,0.058751,0.040387,0.090822,0.146400,0.075000,0.022694,-0.076671,-0.027237
94,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.241410,0.485664,0.136171,0.115000,0.124800,0.031430,0.054411,0.015000,0.061146,0.097600,0.115000,0.001576,-0.068540,-0.026353
95,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.504411,0.098400,0.105796,0.104263,0.011811,0.029202,0.041181,0.055000,0.146400,0.110804,-0.015000,-0.066430,-0.035000
96,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.800000,0.109556,0.115000,0.124800,0.024338,0.042911,0.028868,0.073590,0.097600,0.091436,0.025000,-0.059694,-0.006715
97,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.200000,0.117032,0.098693,0.083200,0.014595,0.027751,0.055000,0.095000,0.132306,0.079253,-0.015000,-0.058932,-0.012277
98,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.675905,0.243594,0.134335,0.095026,0.089762,0.014049,0.047545,0.042184,0.082145,0.140219,0.115000,0.004121,-0.060948,-0.035000
99,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.427133,0.289234,0.143171,0.094951,0.114045,0.033671,0.051662,0.015000,0.069428,0.097600,0.079202,0.025000,-0.080000,-0.010351
100,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.638855,0.347457,0.140370,0.075000,0.103101,0.034676,0.028056,0.031466,0.095000,0.114710,0.115000,0.025000,-0.080000,-0.027614
