phase,trial,cot,freq,duty_factor,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
1,18,0.437234,1.950000,0.500000,0.122961,0.095000,0.103564,0.025000,0.045610,0.035000,0.075000,0.121565,0.095000,0.005000,-0.060026,-0.015000
1,19,10.000000,1.950000,0.500000,0.119000,0.095000,0.115000,0.025000,0.035000,0.035000,0.075000,0.119000,0.065000,0.035000,-0.035000,-0.015000
1,20,0.475991,1.950000,0.500000,0.140302,0.087102,0.101547,0.029973,0.050629,0.045519,0.059860,0.153523,0.088114,0.011425,-0.056937,0.002487
1,21,0.783951,1.950000,0.500000,0.132104,0.071548,0.097302,0.025130,0.048541,0.047247,0.054695,0.119000,0.070568,0.024292,-0.045885,-0.015000
1,22,2.487064,1.950000,0.500000,0.130915,0.065326,0.088173,0.030603,0.059246,0.048187,0.045000,0.146283,0.070115,0.028384,-0.044493,-0.015000
1,23,0.619297,1.950000,0.500000,0.137673,0.077584,0.103369,0.025000,0.044286,0.048574,0.064587,0.125115,0.080731,0.017910,-0.048278,-0.011677
1,24,0.529135,1.950000,0.500000,0.154890,0.073169,0.100536,0.033778,0.055283,0.048841,0.071459,0.150988,0.077982,0.019120,-0.049084,-0.008217
1,25,2.132561,1.950000,0.500000,0.131843,0.082644,0.103400,0.052244,0.035000,0.062438,0.067235,0.145397,0.089732,0.009377,-0.047130,-0.003731
1,26,0.524564,1.950000,0.500000,0.119000,0.074968,0.085000,0.040783,0.056985,0.064608,0.051542,0.149274,0.090751,0.005460,-0.048977,0.008850
1,27,0.664777,1.950000,0.500000,0.119000,0.082302,0.097685,0.026402,0.037738,0.046129,0.047226,0.119000,0.072098,0.023329,-0.044354,-0.011466
1,28,0.650889,1.950000,0.500000,0.119000,0.072767,0.085404,0.045471,0.054976,0.064596,0.054075,0.153561,0.091221,0.005006,-0.048433,0.009117
1,29,0.667131,1.950000,0.500000,0.153644,0.076089,0.114197,0.030343,0.040856,0.035000,0.075000,0.119081,0.075089,0.022092,-0.062535,-0.015000
1,30,0.713420,1.950000,0.500000,0.135489,0.076724,0.103613,0.026486,0.049672,0.048244,0.057540,0.119913,0.074198,0.021308,-0.048784,-0.006820
1,31,10.000000,1.950000,0.500000,0.161000,0.084955,0.115000,0.052795,0.050200,0.038471,0.075000,0.161000,0.065000,0.010164,-0.038075,-0.015000
1,32,10.000000,1.950000,0.500000,0.153305,0.084437,0.104695,0.049002,0.053530,0.045130,0.070621,0.156316,0.080619,0.011251,-0.056969,-0.006722
1,33,10.000000,1.950000,0.500000,0.151997,0.065000,0.088022,0.050432,0.060577,0.035000,0.045000,0.119000,0.065067,0.026563,-0.053731,0.001670
1,34,10.000000,1.950000,0.500000,0.156472,0.070509,0.111672,0.041025,0.047672,0.036269,0.060173,0.134872,0.069325,0.023862,-0.063981,0.008829
1,35,10.000000,1.950000,0.500000,0.161000,0.095000,0.095390,0.025000,0.037667,0.035000,0.071382,0.119000,0.074389,0.005605,-0.056142,-0.015000
1,36,10.000000,1.950000,0.500000,0.137528,0.077028,0.103115,0.032795,0.049317,0.046981,0.058204,0.133304,0.080159,0.019013,-0.047751,-0.003311
1,37,10.000000,1.950000,0.500000,0.131582,0.068340,0.108253,0.044918,0.037842,0.058409,0.057882,0.127968,0.069697,0.024483,-0.056328,-0.005253
1,38,10.000000,1.950000,0.500000,0.125785,0.071148,0.112877,0.048692,0.055825,0.057570,0.064290,0.125578,0.080838,0.021407,-0.048716,-0.004193
1,39,10.000000,1.950000,0.500000,0.131371,0.073974,0.092702,0.044003,0.047027,0.060910,0.048573,0.149141,0.088608,0.006715,-0.044498,-0.000934
1,40,10.000000,1.950000,0.500000,0.156049,0.076586,0.099839,0.031679,0.052376,0.041613,0.062079,0.119000,0.068143,0.017845,-0.044521,-0.007819
1,41,10.000000,1.950000,0.500000,0.143363,0.078130,0.104242,0.037769,0.042654,0.042677,0.066929,0.136875,0.081144,0.019762,-0.059614,0.004115
1,42,10.000000,1.950000,0.500000,0.136464,0.072186,0.088583,0.025386,0.040441,0.048656,0.071898,0.156841,0.076978,0.020983,-0.049308,0.004775
1,43,10.000000,1.950000,0.500000,0.154559,0.074990,0.103204,0.033742,0.061866,0.058189,0.067177,0.153363,0.082723,0.019477,-0.049496,-0.008664
1,44,10.000000,1.950000,0.500000,0.119000,0.073904,0.115000,0.046764,0.061047,0.035030,0.060559,0.158719,0.089220,0.025781,-0.043634,0.009329
1,45,10.000000,1.950000,0.500000,0.134465,0.068589,0.109805,0.031005,0.049664,0.050904,0.057195,0.141533,0.071120,0.010387,-0.064126,-0.009389
1,46,10.000000,1.950000,0.500000,0.146953,0.086512,0.110887,0.033187,0.050578,0.035016,0.059872,0.153716,0.065587,0.012638,-0.037553,0.002273
1,47,10.000000,1.950000,0.500000,0.119000,0.089807,0.085000,0.026301,0.039175,0.047488,0.055572,0.122024,0.076912,0.026265,-0.053156,-0.013390
1,48,10.000000,1.950000,0.500000,0.135167,0.085812,0.101958,0.025288,0.048583,0.048960,0.052599,0.159016,0.078489,0.016105,-0.048966,-0.008544
1,49,10.000000,1.950000,0.500000,0.129142,0.070099,0.105426,0.049686,0.059211,0.048214,0.058612,0.119000,0.087645,0.033482,-0.044591,-0.008723
1,50,10.000000,1.950000,0.500000,0.155518,0.067123,0.090532,0.032199,0.050790,0.049749,0.051522,0.121136,0.077841,0.016167,-0.048711,0.000074
2,51,10.000000,1.950000,0.500000,0.122961,0.095000,0.103564,0.025000,0.045610,0.035000,0.075000,0.121565,0.095000,0.005000,-0.060026,-0.015000
2,52,10.000000,2.123478,0.436687,0.151747,0.082906,0.098375,0.027999,0.048777,0.045011,0.049286,0.146337,0.066692,0.026660,-0.036843,-0.014977
2,53,10.000000,2.237944,0.523496,0.144689,0.065212,0.085692,0.040743,0.046996,0.036400,0.074213,0.128776,0.067718,0.023552,-0.053526,0.014497
2,54,10.000000,1.930556,0.571988,0.147573,0.078515,0.085398,0.053266,0.051899,0.046562,0.045479,0.128698,0.072231,0.025498,-0.046700,0.009996
2,55,10.000000,1.758918,0.478212,0.126654,0.087661,0.097755,0.031238,0.052031,0.035939,0.070269,0.137890,0.076855,0.032800,-0.043182,-0.005204
2,56,10.000000,1.991210,0.504167,0.159369,0.090336,0.107420,0.041191,0.052603,0.063958,0.063211,0.130592,0.073888,0.009958,-0.064531,-0.002298
2,57,10.000000,1.888506,0.458698,0.119591,0.070965,0.106340,0.048705,0.053179,0.062789,0.064532,0.157428,0.090501,0.018484,-0.062138,-0.003875
2,58,10.000000,2.048772,0.533184,0.143835,0.073242,0.101837,0.036488,0.064151,0.060467,0.066652,0.128911,0.072682,0.006213,-0.043680,-0.011673
2,59,10.000000,1.914512,0.440344,0.156622,0.079261,0.101898,0.045865,0.039180,0.053133,0.061195,0.127529,0.093286,0.022966,-0.044156,0.011414
2,60,10.000000,2.022747,0.459127,0.123431,0.078696,0.091553,0.037495,0.061498,0.044730,0.048663,0.133965,0.092205,0.013164,-0.045569,-0.014984
2,61,10.000000,1.863753,0.460956,0.125916,0.081023,0.099545,0.045773,0.043082,0.042324,0.050049,0.128188,0.081743,0.017115,-0.063053,-0.007383
2,62,10.000000,1.920561,0.408277,0.149723,0.073434,0.085281,0.025074,0.064894,0.064231,0.049419,0.160154,0.092340,0.032540,-0.063868,-0.014505
2,63,10.000000,2.155065,0.597971,0.124335,0.070388,0.112445,0.053579,0.044264,0.058263,0.073156,0.160642,0.089465,0.034582,-0.037233,-0.010781
2,64,10.000000,1.657500,0.600000,0.119000,0.095000,0.085000,0.055000,0.035000,0.065000,0.045000,0.161000,0.065000,0.005000,-0.065000,0.015000
2,65,10.000000,1.657500,0.600000,0.161000,0.065000,0.115000,0.025000,0.065000,0.035000,0.075000,0.161000,0.095000,0.005000,-0.035000,0.015000
2,66,10.000000,1.675063,0.580338,0.136351,0.087207,0.108561,0.046284,0.061798,0.060132,0.073873,0.121460,0.065347,0.034710,-0.062539,-0.014969
2,67,10.000000,2.238871,0.409295,0.160298,0.094812,0.101847,0.052372,0.063209,0.041780,0.047590,0.126923,0.094651,0.013391,-0.054633,0.012987
2,68,10.000000,1.712529,0.414948,0.160648,0.066232,0.107063,0.030557,0.035927,0.061006,0.047048,0.127168,0.065100,0.023020,-0.062356,-0.002136
2,69,10.000000,2.207204,0.412665,0.126223,0.069921,0.112572,0.053450,0.035826,0.041971,0.048968,0.160806,0.065272,0.032834,-0.054030,-0.006016
2,70,10.000000,2.179808,0.597165,0.122872,0.092100,0.085903,0.031607,0.064605,0.058614,0.073740,0.147258,0.086087,0.031697,-0.035103,0.007401
2,71,10.000000,1.780401,0.458314,0.119954,0.088919,0.111894,0.025890,0.062668,0.061218,0.050165,0.127810,0.092563,0.006069,-0.035147,0.010750
2,72,10.000000,2.233515,0.596856,0.158875,0.093950,0.112302,0.025710,0.043373,0.058655,0.050260,0.159876,0.094859,0.032966,-0.058335,-0.011323
2,73,10.000000,1.865669,0.430806,0.130798,0.065191,0.085658,0.053450,0.059375,0.038862,0.045301,0.157990,0.067100,0.005031,-0.044495,-0.012097
2,74,10.000000,2.197565,0.599773,0.123498,0.070658,0.085333,0.047425,0.036657,0.044119,0.074079,0.120013,0.093908,0.006140,-0.055762,-0.003548
2,75,10.000000,1.657500,0.400000,0.161000,0.095000,0.085000,0.025000,0.035000,0.035000,0.075000,0.161000,0.065000,0.035000,-0.065000,0.015000
2,76,10.000000,2.204714,0.412430,0.156221,0.094179,0.113462,0.034002,0.063703,0.064871,0.073327,0.135896,0.076796,0.005744,-0.037196,-0.013061
2,77,10.000000,1.792706,0.412669,0.121774,0.093302,0.113898,0.026000,0.059384,0.036925,0.068007,0.127910,0.065105,0.034000,-0.064704,0.007983
2,78,10.000000,2.239487,0.533308,0.152466,0.065659,0.091252,0.027019,0.035697,0.057523,0.047121,0.121345,0.066015,0.028926,-0.044181,0.010117
2,79,10.000000,1.719476,0.573332,0.152238,0.094719,0.086040,0.052683,0.036583,0.035672,0.068121,0.150303,0.087647,0.006082,-0.058245,-0.014913
2,80,10.000000,1.840661,0.597592,0.152220,0.067202,0.087209,0.051277,0.063330,0.062856,0.067198,0.131020,0.090735,0.030391,-0.035031,0.014930
2,81,10.000000,2.242500,0.600000,0.119000,0.065000,0.115000,0.025000,0.065000,0.035000,0.045000,0.161000,0.095000,0.005000,-0.065000,0.015000
2,82,10.000000,1.657500,0.600000,0.161000,0.095000,0.115000,0.055000,0.065000,0.035000,0.045000,0.119000,0.065000,0.035000,-0.035000,-0.015000
2,83,10.000000,1.657500,0.400000,0.119000,0.095000,0.115000,0.055000,0.035000,0.065000,0.045000,0.161000,0.095000,0.005000,-0.035000,0.015000
2,84,10.000000,2.242500,0.400000,0.161000,0.065000,0.115000,0.055000,0.065000,0.035000,0.075000,0.161000,0.065000,0.005000,-0.065000,-0.015000
2,85,10.000000,1.657500,0.400000,0.119000,0.065000,0.085000,0.025000,0.035000,0.065000,0.075000,0.161000,0.065000,0.005000,-0.035000,-0.015000
2,86,10.000000,2.216133,0.517245,0.143671,0.094365,0.085606,0.054638,0.055095,0.064650,0.071560,0.120085,0.094835,0.031515,-0.063420,0.014041
2,87,10.000000,1.690057,0.412729,0.123131,0.065826,0.114458,0.050200,0.036187,0.062794,0.052956,0.127323,0.068282,0.031939,-0.064004,0.007400
2,88,10.000000,1.657500,0.400000,0.161000,0.065000,0.085000,0.055000,0.065000,0.035000,0.075000,0.119000,0.095000,0.035000,-0.065000,-0.015000
2,89,10.000000,1.658243,0.582892,0.156384,0.069140,0.102041,0.026766,0.036201,0.063359,0.050813,0.145494,0.066426,0.033825,-0.036496,-0.013319
2,90,10.000000,1.720973,0.412315,0.158493,0.094949,0.098587,0.027742,0.039558,0.063852,0.047873,0.122920,0.093436,0.006960,-0.063868,0.012408
2,91,10.000000,2.105481,0.594120,0.125415,0.093457,0.086728,0.026048,0.060768,0.060609,0.045758,0.160046,0.092236,0.031678,-0.042500,-0.014363
2,92,10.000000,1.989161,0.422197,0.150453,0.066562,0.105397,0.038079,0.035017,0.035700,0.046264,0.131381,0.094456,0.033695,-0.038128,-0.012601
2,93,10.000000,2.242500,0.400000,0.119000,0.095000,0.115000,0.055000,0.035000,0.035000,0.045000,0.161000,0.095000,0.035000,-0.035000,0.015000
2,94,10.000000,2.242500,0.400000,0.161000,0.095000,0.085000,0.055000,0.035000,0.035000,0.075000,0.119000,0.065000,0.005000,-0.035000,-0.015000
2,95,10.000000,2.242500,0.600000,0.119000,0.065000,0.115000,0.055000,0.065000,0.065000,0.045000,0.119000,0.065000,0.005000,-0.065000,-0.015000
2,96,10.000000,2.225451,0.401589,0.157198,0.065551,0.114812,0.036774,0.040473,0.035291,0.045947,0.129284,0.091440,0.026188,-0.035592,0.013598
2,97,10.000000,1.657500,0.600000,0.119000,0.095000,0.085000,0.025000,0.065000,0.035000,0.045000,0.119000,0.065000,0.005000,-0.035000,0.015000
2,98,10.000000,2.242500,0.400000,0.161000,0.095000,0.085000,0.055000,0.065000,0.065000,0.075000,0.161000,0.065000,0.035000,-0.065000,0.015000
2,99,10.000000,2.141817,0.574263,0.131095,0.066885,0.085392,0.026435,0.035913,0.046724,0.045132,0.120124,0.094514,0.032687,-0.058913,0.007998
2,100,10.000000,1.798236,0.580309,0.120667,0.092411,0.111170,0.054287,0.035704,0.057592,0.070508,0.119356,0.076547,0.007494,-0.036175,0.006842
