restart,phase,trial,cot,freq,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
1,1,74,2.266479,1.675000,0.120410,0.082760,0.093823,0.035000,0.042587,-0.008629,0.070011,0.120850,0.094147,0.014187,-0.064086,0.005148
1,1,75,1.986316,1.675000,0.144650,0.082173,0.105730,0.035000,0.065000,0.008977,0.046659,0.141960,0.115000,0.016250,-0.065000,0.015000
1,1,76,1.570822,1.675000,0.139156,0.082094,0.099467,0.025993,0.035000,0.015000,0.075000,0.119000,0.115000,0.006476,-0.059916,0.015000
1,1,77,2.251540,1.675000,0.161000,0.072821,0.107414,0.022420,0.053190,-0.011190,0.064642,0.119000,0.110354,0.013881,-0.054264,-0.001753
1,1,78,10.000000,1.675000,0.139903,0.083982,0.098340,0.032429,0.060159,0.002074,0.075000,0.141605,0.115000,0.031171,-0.037411,-0.014364
1,1,79,5.036196,1.675000,0.161000,0.078752,0.104387,0.023923,0.057075,-0.012258,0.072610,0.133076,0.090728,0.019255,-0.065000,0.007412
1,1,80,1.254828,1.675000,0.161000,0.083372,0.112078,0.021140,0.065000,0.015000,0.063431,0.129677,0.115000,0.024470,-0.065000,0.000609
1,1,81,1.531444,1.675000,0.161000,0.070400,0.107371,0.032601,0.056852,-0.006584,0.050341,0.129080,0.110348,0.024125,-0.051863,-0.003987
1,1,82,10.000000,1.675000,0.148521,0.067668,0.094189,0.031093,0.056881,0.006690,0.069190,0.122640,0.100956,0.010326,-0.065000,-0.013076
1,1,83,3.796400,1.675000,0.136726,0.072884,0.107953,0.034253,0.053639,0.002301,0.063856,0.119000,0.101480,0.028022,-0.065000,0.003680
