restart,phase,trial,cot,freq,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
1,1,177,1.654537,1.675000,0.119000,0.095000,0.115000,0.035000,0.065000,0.015000,0.075000,0.161000,0.115000,0.005000,-0.065000,-0.015000
1,1,178,1.376552,1.675000,0.130391,0.095000,0.113425,0.026854,0.063374,0.015000,0.075000,0.146030,0.102992,0.015383,-0.065000,-0.002105
1,1,179,1.425148,1.675000,0.147339,0.071330,0.115000,0.035000,0.065000,0.015000,0.075000,0.123352,0.115000,0.005000,-0.047236,0.009128
1,1,180,2.012180,1.675000,0.131906,0.085909,0.111974,0.025646,0.037551,0.007447,0.057041,0.135022,0.115000,0.006561,-0.065000,-0.015000
1,1,181,1.346019,1.675000,0.157505,0.078350,0.115000,0.025142,0.065000,-0.007202,0.075000,0.124549,0.115000,0.009651,-0.054955,0.001588
1,1,182,4.059661,1.675000,0.154310,0.095000,0.103526,0.005000,0.060105,0.015000,0.075000,0.119000,0.085000,0.023683,-0.035000,0.015000
1,1,183,2.087080,1.675000,0.128037,0.095000,0.095516,0.035000,0.063464,0.015000,0.075000,0.119000,0.088543,0.035000,-0.046107,0.015000
1,1,184,2.322356,1.675000,0.161000,0.095000,0.115000,0.035000,0.065000,0.015000,0.075000,0.133487,0.115000,0.023076,-0.035000,0.001893
1,1,185,1.324749,1.675000,0.143095,0.095000,0.115000,0.035000,0.062654,0.005936,0.046136,0.147491,0.115000,0.035000,-0.065000,0.015000
1,1,186,1.226024,1.675000,0.143210,0.095000,0.085000,0.025236,0.051163,0.015000,0.075000,0.119000,0.115000,0.005000,-0.065000,0.014245
1,1,187,10.000000,1.675000,0.140101,0.095000,0.085000,0.020526,0.065000,-0.015000,0.063558,0.161000,0.115000,0.008211,-0.065000,0.013328
1,1,188,2.727215,1.675000,0.123374,0.090574,0.115000,0.035000,0.061257,-0.015000,0.068232,0.120158,0.102488,0.005000,-0.065000,0.008315
1,1,189,2.446289,1.675000,0.120410,0.095000,0.115000,0.023953,0.046273,-0.005808,0.062699,0.144426,0.100159,0.005446,-0.065000,0.013686
1,1,190,1.212994,1.675000,0.138654,0.079829,0.111839,0.028669,0.056083,0.015000,0.075000,0.119000,0.094253,0.005000,-0.035000,0.015000
1,1,191,3.064929,1.675000,0.161000,0.095000,0.115000,0.020108,0.044925,0.015000,0.075000,0.161000,0.115000,0.031870,-0.035000,0.015000
1,1,192,6.533751,1.675000,0.161000,0.095000,0.115000,0.005000,0.065000,-0.015000,0.075000,0.161000,0.115000,0.035000,-0.035000,0.015000
1,1,193,3.791682,1.675000,0.124785,0.081348,0.101769,0.035000,0.039977,-0.015000,0.051432,0.125389,0.115000,0.005000,-0.065000,0.012688
1,1,194,1.485164,1.675000,0.123761,0.095000,0.100057,0.026567,0.040625,0.015000,0.075000,0.119000,0.085000,0.035000,-0.065000,-0.015000
1,1,195,1.203583,1.675000,0.134402,0.095000,0.096406,0.035000,0.058509,0.015000,0.075000,0.119000,0.092004,0.005000,-0.065000,0.015000
1,1,196,1.185337,1.675000,0.161000,0.095000,0.115000,0.035000,0.065000,0.015000,0.045000,0.161000,0.115000,0.005000,-0.035000,0.015000
1,1,197,2.122011,1.675000,0.145375,0.086802,0.107434,0.012358,0.045222,0.015000,0.075000,0.121481,0.097945,0.005000,-0.044749,-0.008973
1,1,198,1.120889,1.675000,0.161000,0.065000,0.115000,0.026904,0.063712,0.015000,0.075000,0.130926,0.115000,0.005000,-0.065000,-0.000850
1,1,199,0.761810,1.675000,0.161000,0.078780,0.115000,0.025928,0.065000,0.015000,0.075000,0.129027,0.115000,0.005000,-0.065000,-0.014616
1,1,200,1.984350,1.675000,0.156523,0.068774,0.115000,0.030920,0.041757,0.007383,0.045000,0.128505,0.108749,0.005000,-0.065000,-0.002567
1,1,201,7.562357,1.675000,0.133799,0.065000,0.115000,0.010346,0.056829,-0.015000,0.075000,0.161000,0.115000,0.034412,-0.065000,0.000979
1,1,202,1.130742,1.675000,0.144359,0.081778,0.115000,0.021722,0.065000,0.015000,0.075000,0.119000,0.115000,0.005000,-0.065000,-0.002691
1,1,203,1.677796,1.675000,0.157662,0.090596,0.108722,0.025088,0.035498,0.007423,0.075000,0.140916,0.098727,0.035000,-0.062776,0.015000
1,1,204,1.212673,1.675000,0.161000,0.095000,0.105346,0.026834,0.045247,0.015000,0.065844,0.119000,0.115000,0.005000,-0.056663,-0.015000
1,1,205,1.406825,1.675000,0.158561,0.065000,0.115000,0.024074,0.051510,0.015000,0.075000,0.139573,0.115000,0.028022,-0.065000,0.003116
1,1,206,1.497509,1.675000,0.149061,0.074242,0.115000,0.021169,0.065000,-0.001157,0.075000,0.119000,0.085000,0.005000,-0.065000,-0.015000
1,1,207,1.392756,1.675000,0.161000,0.078678,0.115000,0.025785,0.037529,0.015000,0.075000,0.143324,0.115000,0.029722,-0.065000,0.015000
1,1,208,0.911916,1.675000,0.126253,0.095000,0.115000,0.035000,0.051904,0.002092,0.075000,0.123164,0.115000,0.005000,-0.065000,-0.015000
1,1,209,2.279907,1.675000,0.161000,0.069792,0.109064,0.020825,0.061353,0.015000,0.056989,0.119000,0.100050,0.016382,-0.061004,0.011500
1,1,210,2.383611,1.675000,0.148214,0.095000,0.105130,0.035000,0.039259,0.001617,0.045000,0.161000,0.115000,0.005000,-0.044183,0.015000
1,1,211,6.607676,1.675000,0.133745,0.065000,0.115000,0.028783,0.056880,-0.015000,0.075000,0.126236,0.115000,0.019164,-0.065000,-0.005828
1,1,212,10.000000,1.675000,0.145349,0.095000,0.085000,0.022962,0.063299,-0.015000,0.070045,0.130598,0.115000,0.005000,-0.065000,0.011615
1,1,213,1.288058,1.675000,0.126861,0.073898,0.110326,0.025568,0.065000,0.015000,0.075000,0.133832,0.113202,0.006780,-0.065000,-0.013717
1,1,214,1.307957,1.675000,0.161000,0.095000,0.115000,0.035000,0.037958,0.003796,0.075000,0.128508,0.104509,0.005000,-0.065000,0.001357
1,1,215,1.336896,1.675000,0.125560,0.084923,0.112907,0.025474,0.065000,0.015000,0.075000,0.124331,0.115000,0.005000,-0.065000,0.008581
1,1,216,1.535339,1.675000,0.139447,0.065000,0.115000,0.020792,0.054448,0.015000,0.075000,0.133844,0.115000,0.005000,-0.065000,-0.015000
1,1,217,1.825629,1.675000,0.147222,0.086679,0.111581,0.035000,0.062534,0.015000,0.053188,0.146812,0.107229,0.005000,-0.065000,0.008090
1,1,218,3.818285,1.675000,0.153075,0.086325,0.115000,0.035000,0.042542,0.009405,0.060308,0.143104,0.115000,0.035000,-0.065000,-0.015000
1,1,219,1.455103,1.675000,0.134365,0.065000,0.115000,0.026444,0.054318,0.015000,0.075000,0.134743,0.103724,0.005000,-0.065000,0.015000
1,1,220,1.702728,1.675000,0.120241,0.076088,0.115000,0.017270,0.065000,0.015000,0.075000,0.126264,0.088836,0.005000,-0.038039,-0.014346
1,1,221,2.293965,1.675000,0.136726,0.089903,0.108798,0.031019,0.035000,0.005318,0.075000,0.128573,0.113798,0.005000,-0.065000,-0.007940
1,1,222,4.659342,1.675000,0.120062,0.072913,0.115000,0.022707,0.065000,0.015000,0.053282,0.132129,0.097330,0.005000,-0.065000,-0.002125
1,1,223,0.994192,1.675000,0.161000,0.071274,0.111164,0.029327,0.065000,0.015000,0.075000,0.129715,0.115000,0.005000,-0.049671,-0.004298
1,1,224,1.482426,1.675000,0.157853,0.077757,0.113682,0.029236,0.041643,0.015000,0.075000,0.137884,0.104065,0.005000,-0.036411,0.015000
1,1,225,1.660971,1.675000,0.157829,0.080045,0.103397,0.025309,0.057193,-0.003335,0.065861,0.124535,0.113289,0.005000,-0.040293,0.010131
1,1,226,0.848488,1.675000,0.125892,0.077624,0.115000,0.035000,0.062935,0.015000,0.045000,0.127166,0.115000,0.005000,-0.065000,-0.015000
1,1,227,0.607658,1.675000,0.161000,0.089323,0.115000,0.035000,0.065000,0.015000,0.045000,0.129883,0.110496,0.005000,-0.065000,-0.015000
1,1,228,0.886737,1.675000,0.161000,0.083661,0.115000,0.035000,0.053946,0.015000,0.075000,0.119000,0.104630,0.005000,-0.065000,-0.015000
1,1,229,1.805251,1.675000,0.146630,0.095000,0.115000,0.022677,0.056442,0.015000,0.075000,0.147374,0.087413,0.029825,-0.065000,0.015000
1,1,230,0.713065,1.675000,0.139987,0.087914,0.115000,0.023233,0.065000,0.015000,0.075000,0.129294,0.115000,0.005000,-0.065000,-0.015000
1,1,231,3.030237,1.675000,0.139657,0.095000,0.093980,0.035000,0.057537,0.015000,0.045000,0.132866,0.110129,0.020295,-0.065000,0.015000
1,1,232,1.093639,1.675000,0.158548,0.095000,0.115000,0.024009,0.065000,0.015000,0.075000,0.141189,0.115000,0.030412,-0.036130,-0.015000
1,1,233,1.423354,1.675000,0.137615,0.080149,0.114367,0.024234,0.048179,0.015000,0.075000,0.132527,0.114531,0.026800,-0.049334,-0.015000
1,1,234,1.317842,1.675000,0.161000,0.087922,0.094773,0.035000,0.065000,0.006243,0.075000,0.124446,0.100132,0.005000,-0.065000,0.015000
1,1,235,1.668656,1.675000,0.137864,0.095000,0.115000,0.029342,0.065000,0.015000,0.075000,0.161000,0.111610,0.005000,-0.057137,0.015000
1,1,236,1.273986,1.675000,0.161000,0.065000,0.115000,0.035000,0.065000,0.015000,0.075000,0.130017,0.115000,0.005000,-0.065000,0.015000
1,1,237,0.904450,1.675000,0.155708,0.084004,0.112404,0.024531,0.065000,0.015000,0.075000,0.127057,0.106395,0.005000,-0.056613,-0.015000
1,1,238,1.173336,1.675000,0.161000,0.072142,0.106993,0.029683,0.065000,0.015000,0.075000,0.133459,0.115000,0.005000,-0.064586,0.015000
1,1,239,2.558300,1.675000,0.125764,0.095000,0.115000,0.035000,0.048993,0.001719,0.045000,0.129581,0.090479,0.005000,-0.065000,-0.015000
1,1,240,0.664435,1.675000,0.159917,0.079656,0.115000,0.032012,0.065000,0.015000,0.075000,0.130126,0.115000,0.005000,-0.065000,-0.015000
1,1,241,0.801530,1.675000,0.159962,0.075776,0.115000,0.024101,0.062412,0.015000,0.075000,0.119000,0.115000,0.005000,-0.051717,-0.015000
1,1,242,1.163502,1.675000,0.154999,0.080991,0.107077,0.028116,0.065000,0.006143,0.075000,0.130887,0.115000,0.005299,-0.065000,0.015000
1,1,243,2.165361,1.675000,0.133101,0.095000,0.105805,0.035000,0.054156,0.015000,0.075000,0.146773,0.085000,0.032921,-0.052236,0.015000
1,1,244,0.958583,1.675000,0.140098,0.082408,0.115000,0.017800,0.041583,0.015000,0.045000,0.119000,0.115000,0.005000,-0.057221,-0.015000
1,1,245,0.961195,1.675000,0.161000,0.081284,0.115000,0.019872,0.042999,0.015000,0.075000,0.123629,0.115000,0.005000,-0.065000,-0.015000
1,2,246,0.547642,1.675000,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,247,2.507542,1.438318,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,248,7.633227,1.585722,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,249,0.550190,1.730996,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,250,0.548863,1.748578,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,251,0.727286,1.597073,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,252,0.747762,1.534443,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,253,0.702451,1.885081,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,254,0.722250,1.894179,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,255,0.671912,1.844083,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,256,5.088325,1.480117,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,257,0.655040,1.843287,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,258,0.547165,1.710114,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,259,17.327253,1.546702,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,260,1.434072,1.492206,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,261,0.585251,1.786602,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,262,0.716055,1.922294,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,263,0.968272,1.488310,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,264,0.710194,1.534483,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,265,0.538903,1.684654,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,266,0.533943,1.653656,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,267,1.241128,1.444800,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,268,0.608071,1.734589,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,269,0.568109,1.691753,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,270,3.153669,1.541411,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,271,1.152679,1.820595,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,272,1.997998,1.622698,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,273,10.944929,1.438632,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,274,0.635702,1.879493,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,275,0.678576,1.860689,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,276,0.623089,1.708879,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,277,0.647540,1.605282,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,278,0.551196,1.674681,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,279,0.545222,1.740554,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,280,0.528795,1.750350,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,281,0.683359,1.860500,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,282,0.679555,1.781972,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,283,0.547369,1.729581,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,284,15.502264,1.502720,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,285,0.508268,1.738560,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,286,0.880143,1.485834,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,287,1.050008,1.815957,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,288,0.595024,1.804059,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,289,1.189790,1.555604,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,290,0.597511,1.733031,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,291,0.716889,1.861272,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,292,0.550216,1.643551,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,293,2.676590,1.436229,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,294,0.572719,1.675450,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,295,0.635285,1.637365,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,296,0.689977,1.798432,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,297,0.674646,1.599779,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,298,2.080270,1.469601,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,299,0.741480,1.899994,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,300,0.512772,1.699157,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,301,0.551872,1.689713,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,302,11.669941,1.546093,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,303,0.654049,1.779565,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,304,0.573660,1.720606,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
1,2,305,0.541226,1.705543,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
2,1,306,0.508268,1.738560,0.137607,0.086197,0.115000,0.035000,0.065000,0.015000,0.059390,0.126973,0.115000,0.005000,-0.061212,-0.015000
2,1,307,0.909629,1.738560,0.117132,0.097363,0.106125,0.039532,0.064523,0.023656,0.070811,0.142199,0.115724,0.018925,-0.048871,-0.009667
2,1,308,1.652402,1.738560,0.148378,0.076558,0.127713,0.049985,0.077328,0.003496,0.056019,0.143171,0.100906,-0.000642,-0.056069,-0.011175
2,1,309,0.693587,1.738560,0.128796,0.092825,0.098030,0.045665,0.067486,0.000559,0.064037,0.123060,0.118366,0.004197,-0.067499,-0.018266
2,1,310,0.799371,1.738560,0.139144,0.076079,0.114677,0.048287,0.050509,0.018035,0.072707,0.122995,0.109088,0.006702,-0.071234,-0.028801
2,1,311,1.014798,1.738560,0.150008,0.087204,0.129500,0.030182,0.069443,0.005156,0.060876,0.115667,0.109055,0.000998,-0.067440,-0.000279
2,1,312,0.645899,1.738560,0.135712,0.072051,0.120821,0.029307,0.066954,0.007937,0.047853,0.116418,0.115827,0.018245,-0.048226,-0.004798
2,1,313,1.439560,1.738560,0.126908,0.100499,0.117294,0.039264,0.054484,0.012908,0.052486,0.144942,0.104629,0.000701,-0.063816,-0.015872
2,1,314,1.129211,1.738560,0.130735,0.087432,0.129590,0.046345,0.071995,0.020612,0.050290,0.128425,0.131768,-0.004542,-0.067511,-0.009309
2,1,315,0.768331,1.738560,0.136335,0.092325,0.115891,0.020449,0.053203,0.011801,0.069720,0.126323,0.108185,0.012844,-0.066435,-0.013524
2,1,316,0.460355,1.738560,0.145750,0.087400,0.116781,0.048779,0.078988,0.027843,0.062940,0.108927,0.109885,0.017758,-0.050862,-0.028839
2,1,317,0.625718,1.738560,0.136684,0.074192,0.128916,0.020322,0.072843,0.006612,0.051378,0.132877,0.119935,0.017885,-0.047279,-0.014214
2,1,318,0.781586,1.738560,0.125188,0.099772,0.124299,0.023977,0.067765,0.000536,0.044447,0.118425,0.108011,0.015558,-0.061065,-0.023707
2,1,319,1.118342,1.738560,0.133457,0.085964,0.119732,0.037401,0.061823,0.021682,0.071565,0.140674,0.120396,0.007475,-0.054560,-0.026365
2,1,320,1.029314,1.738560,0.127085,0.097418,0.106650,0.043797,0.069192,0.017718,0.052347,0.130164,0.113336,0.008486,-0.069142,-0.018766
2,1,321,0.777322,1.738560,0.156657,0.081993,0.110115,0.021736,0.076642,0.009364,0.062419,0.117199,0.106200,0.002327,-0.047570,-0.026990
2,1,322,0.998193,1.738560,0.155072,0.090842,0.102559,0.028436,0.074931,0.020137,0.071222,0.115368,0.106680,-0.003310,-0.056471,-0.019431
2,1,323,0.681639,1.738560,0.139154,0.086491,0.126299,0.022736,0.069885,0.024064,0.054550,0.119759,0.097769,0.015775,-0.072133,-0.010952
2,1,324,0.541635,1.738560,0.152636,0.089663,0.124094,0.034072,0.062283,0.019846,0.061596,0.110470,0.106503,0.009910,-0.074289,-0.017496
2,1,325,0.917607,1.738560,0.131832,0.078021,0.130900,0.031414,0.078160,0.005124,0.068718,0.109668,0.098276,0.004649,-0.047563,-0.003164
2,1,326,0.681098,1.738560,0.149399,0.085891,0.114092,0.020000,0.064220,0.024622,0.050651,0.125557,0.121630,0.005118,-0.056149,-0.030000
2,1,327,3.589934,1.738560,0.124318,0.072064,0.121318,0.049256,0.069632,0.014239,0.068640,0.107927,0.122034,0.011790,-0.071277,-0.021758
2,1,328,0.965868,1.738560,0.136355,0.085746,0.102689,0.042415,0.080000,0.000000,0.051696,0.107927,0.117122,-0.008676,-0.046738,-0.018710
2,1,329,0.922158,1.738560,0.123031,0.101197,0.132250,0.031593,0.063622,0.009028,0.044390,0.107927,0.100208,0.020000,-0.076212,-0.030000
2,1,330,0.884260,1.738560,0.133771,0.094022,0.102605,0.050000,0.080000,0.001092,0.069645,0.117851,0.114745,0.020000,-0.052020,-0.017109
2,1,331,0.734629,1.738560,0.147394,0.076343,0.107123,0.021377,0.050990,0.028367,0.060996,0.107927,0.129227,0.008887,-0.047931,-0.029683
2,1,332,1.490908,1.738560,0.149481,0.092174,0.132250,0.050000,0.050000,0.030000,0.060196,0.107927,0.128209,0.008772,-0.057691,-0.026541
2,1,333,1.207115,1.738560,0.143854,0.101197,0.114411,0.043118,0.053740,0.028266,0.044390,0.121279,0.117267,-0.004818,-0.056768,-0.002499
2,1,334,0.759209,1.738560,0.149989,0.101197,0.119643,0.020000,0.077420,0.015022,0.071036,0.109754,0.102160,0.017942,-0.076212,-0.027286
2,1,335,1.060533,1.738560,0.140391,0.101197,0.118553,0.020000,0.060919,0.014606,0.066030,0.107927,0.124129,0.020000,-0.046212,-0.007611
2,1,336,2.149399,1.738560,0.145089,0.073340,0.108384,0.050000,0.074006,0.017919,0.070612,0.123793,0.121537,0.008275,-0.072435,-0.028442
2,1,337,0.732775,1.738560,0.158248,0.091616,0.097750,0.048917,0.078073,0.030000,0.056252,0.107927,0.101669,0.014531,-0.046212,-0.030000
2,1,338,1.532120,1.738560,0.121999,0.077617,0.101108,0.020000,0.062371,0.023239,0.049296,0.116488,0.098097,0.009806,-0.066363,-0.018030
2,1,339,1.794483,1.738560,0.156774,0.089882,0.099482,0.029008,0.065100,0.005859,0.049725,0.111754,0.098844,0.004759,-0.066251,-0.021350
2,1,340,0.695994,1.738560,0.158248,0.086113,0.132250,0.033623,0.080000,0.000000,0.044390,0.108366,0.111171,0.014820,-0.046212,-0.014108
2,1,341,0.509274,1.738560,0.158248,0.071197,0.132250,0.020000,0.075623,0.011845,0.044682,0.107927,0.106303,0.020000,-0.047823,-0.026684
2,1,342,0.775841,1.738560,0.123062,0.090097,0.105690,0.038739,0.064168,0.009519,0.073811,0.137502,0.132250,0.018570,-0.065678,-0.017580
2,1,343,0.434145,1.738560,0.158248,0.092759,0.121991,0.046133,0.080000,0.030000,0.052537,0.107927,0.101696,0.020000,-0.046212,-0.030000
2,1,344,0.490556,1.738560,0.151341,0.086168,0.119025,0.028817,0.063436,0.027607,0.054560,0.107927,0.131846,0.001699,-0.074757,-0.022330
2,1,345,10.000000,1.738560,0.135401,0.079266,0.100937,0.020000,0.050987,0.004828,0.055258,0.128203,0.116819,0.007927,-0.065451,-0.030000
2,1,346,10.000000,1.738560,0.158248,0.085421,0.124813,0.020000,0.080000,0.029287,0.069885,0.146019,0.119135,0.020000,-0.046212,-0.030000
2,1,347,10.000000,1.738560,0.158248,0.101197,0.132250,0.020000,0.050000,0.016833,0.074390,0.132912,0.127869,0.020000,-0.076212,0.000000
2,1,348,10.000000,1.738560,0.150961,0.101197,0.132250,0.027379,0.055603,0.030000,0.074390,0.123318,0.103069,0.008870,-0.056088,0.000000
2,1,349,10.000000,1.738560,0.158248,0.083628,0.121547,0.032257,0.051162,0.005637,0.052974,0.107927,0.097750,0.010596,-0.046212,-0.002289
2,1,350,10.000000,1.738560,0.158248,0.101197,0.118494,0.020000,0.054688,0.030000,0.044390,0.107927,0.132250,-0.001735,-0.046212,-0.030000
2,1,351,10.000000,1.738560,0.139002,0.084323,0.124214,0.050000,0.053141,0.026351,0.059490,0.119983,0.102490,0.000626,-0.069118,-0.011394
2,1,352,10.000000,1.738560,0.133559,0.092689,0.097750,0.020000,0.053938,0.000000,0.074390,0.123146,0.126503,0.020000,-0.056639,-0.027902
2,1,353,10.000000,1.738560,0.136690,0.081909,0.128863,0.025135,0.068432,0.022242,0.066307,0.111624,0.132250,0.005432,-0.068598,-0.029534
2,1,354,10.000000,1.738560,0.131315,0.082766,0.128897,0.050000,0.055149,0.027811,0.049534,0.118966,0.114409,0.007491,-0.065194,-0.005806
