phase,trial,cot,freq,duty_factor,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
1,22,10.000000,1.400000,0.270000,0.130443,0.081324,0.114127,0.020195,0.003782,-0.005177,0.045466,0.102208,0.087189,0.035000,-0.002013,0.000172
1,23,10.000000,1.400000,0.270000,0.157766,0.073478,0.094119,0.010544,0.002930,0.013372,0.063175,0.122515,0.105190,0.028803,-0.005110,0.006046
1,24,2.817082,1.400000,0.270000,0.131844,0.090869,0.107690,0.030316,0.008001,-0.012364,0.060089,0.109166,0.094011,0.005078,0.014248,0.010246
1,25,10.000000,1.400000,0.270000,0.154538,0.077468,0.085404,0.007487,-0.011115,0.001740,0.069315,0.129380,0.089590,0.035000,-0.005276,0.011070
1,26,9.846881,1.400000,0.270000,0.131543,0.078139,0.102171,0.017840,0.004623,-0.013117,0.059908,0.125853,0.086830,0.012706,0.013352,0.013090
1,27,10.000000,1.400000,0.270000,0.132165,0.091116,0.109602,0.029402,0.008596,-0.000345,0.064465,0.132084,0.100107,0.024537,0.015000,0.008618
1,28,2.029792,1.400000,0.270000,0.125759,0.094897,0.086723,0.014690,0.007048,-0.011464,0.049378,0.104069,0.093888,0.006435,0.004948,-0.000228
1,29,10.000000,1.400000,0.270000,0.160844,0.069936,0.098441,0.008939,0.001002,-0.011427,0.074950,0.131276,0.093948,0.015521,0.012212,-0.001823
1,30,5.475847,1.400000,0.270000,0.158828,0.082368,0.085722,0.017532,0.001067,0.002413,0.055067,0.120624,0.111448,0.035000,-0.014302,0.015000
1,31,4.301667,1.400000,0.270000,0.124008,0.094661,0.089151,0.025595,-0.008315,-0.011580,0.052606,0.108655,0.093971,0.006638,0.003843,0.004665
1,32,1.133565,1.400000,0.270000,0.148031,0.095000,0.088465,0.009583,0.010827,-0.011681,0.054350,0.109191,0.094350,0.005259,-0.003330,0.002565
1,33,10.000000,1.400000,0.270000,0.153436,0.095000,0.097462,0.023309,0.011754,-0.011740,0.067254,0.112231,0.094472,0.013644,-0.004811,-0.002688
1,34,3.360857,1.400000,0.270000,0.155787,0.070766,0.086835,0.018619,0.011795,-0.011637,0.046618,0.115759,0.094412,0.005094,0.005128,-0.014991
1,35,1.134599,1.400000,0.270000,0.154013,0.095000,0.085483,0.007092,0.011656,-0.011646,0.049332,0.122376,0.094414,0.005104,-0.001915,0.010307
1,36,0.977621,1.400000,0.270000,0.157307,0.095000,0.109844,0.010108,0.011393,-0.011692,0.074326,0.112244,0.094357,0.005055,-0.012937,-0.004269
1,37,10.000000,1.400000,0.270000,0.147765,0.095000,0.111089,0.014468,0.012411,-0.011609,0.055224,0.134130,0.094331,0.005000,0.012934,-0.015000
1,38,8.052769,1.400000,0.270000,0.150784,0.082674,0.090059,0.031112,0.011516,-0.011660,0.052321,0.111785,0.094354,0.005060,0.014269,-0.002612
1,39,1.127068,1.400000,0.270000,0.124589,0.095000,0.091365,0.005000,0.015000,-0.003023,0.048833,0.102000,0.114782,0.005000,-0.010955,-0.012748
1,40,1.159456,1.400000,0.270000,0.146255,0.088616,0.090596,0.005000,0.015000,-0.006609,0.052884,0.102000,0.085000,0.005000,-0.005613,0.015000
1,41,1.110932,1.400000,0.270000,0.143120,0.095000,0.096705,0.005000,0.011630,-0.015000,0.045000,0.102000,0.108600,0.005000,-0.005550,0.011736
1,42,1.000403,1.400000,0.270000,0.145980,0.095000,0.088165,0.005000,0.015000,-0.015000,0.053822,0.105707,0.095336,0.005000,-0.006578,0.002376
1,43,1.023502,1.400000,0.270000,0.147719,0.095000,0.087634,0.005000,0.015000,-0.015000,0.053110,0.105689,0.096223,0.005000,-0.006652,-0.000077
1,44,11.513877,1.400000,0.270000,0.161000,0.065000,0.085488,0.005000,-0.015000,-0.000578,0.056740,0.102000,0.115000,0.005000,-0.007027,-0.011241
1,45,2.014997,1.400000,0.270000,0.143925,0.084585,0.085000,0.015475,0.011669,-0.005985,0.065277,0.122517,0.088872,0.005000,-0.004770,0.002460
1,46,2.247362,1.400000,0.270000,0.123884,0.095000,0.108460,0.025226,0.014851,-0.011974,0.073776,0.110744,0.109203,0.005000,-0.007571,0.014927
1,47,1.231820,1.400000,0.270000,0.147536,0.093344,0.086621,0.008862,0.010981,-0.006574,0.045000,0.129376,0.095171,0.005000,-0.002800,0.008672
1,48,1.259278,1.400000,0.270000,0.131299,0.094775,0.089849,0.005000,0.010796,0.010181,0.058931,0.105376,0.106383,0.005000,-0.002529,0.002169
1,49,1.124346,1.400000,0.270000,0.132355,0.095000,0.091011,0.005000,0.010679,-0.015000,0.048322,0.114190,0.106163,0.005299,-0.002869,-0.002592
1,50,1.880794,1.400000,0.270000,0.159042,0.076954,0.091515,0.005000,0.010753,-0.004027,0.063208,0.117669,0.103387,0.005499,-0.003233,0.011606
2,51,0.977621,1.400000,0.270000,0.157307,0.095000,0.109844,0.010108,0.011393,-0.011692,0.074326,0.112244,0.094357,0.005055,-0.012937,-0.004269
2,52,10.000000,1.524548,0.244358,0.151747,0.082906,0.098375,0.007999,-0.001223,-0.004989,0.049286,0.125432,0.086692,0.026660,0.013157,-0.014977
2,53,10.000000,1.606729,0.279516,0.144689,0.065212,0.085692,0.020743,-0.003004,-0.013600,0.074213,0.110380,0.087718,0.023552,-0.003526,0.014497
2,54,4.726372,1.386040,0.299155,0.147573,0.078515,0.085398,0.033266,0.001899,-0.003438,0.045479,0.110312,0.092231,0.025498,0.003300,0.009996
2,55,10.000000,1.262813,0.261176,0.126654,0.087661,0.097755,0.011238,0.002031,-0.014061,0.070269,0.118191,0.096855,0.032800,0.006818,-0.005204
2,56,10.000000,1.429586,0.271688,0.159369,0.090336,0.107420,0.021191,0.002603,0.013958,0.063211,0.111936,0.093888,0.009958,-0.014531,-0.002298
2,57,10.000000,1.355850,0.253273,0.119591,0.070965,0.106340,0.028705,0.003179,0.012789,0.064532,0.134939,0.110501,0.018484,-0.012138,-0.003875
2,58,10.000000,1.470913,0.283440,0.143835,0.073242,0.101837,0.016488,0.014151,0.010467,0.066652,0.110495,0.092682,0.006213,0.006320,-0.011673
2,59,10.000000,1.374521,0.245839,0.156622,0.079261,0.101898,0.025865,-0.010820,0.003133,0.061195,0.109310,0.113286,0.022966,0.005844,0.011414
2,60,10.000000,1.452229,0.253446,0.123431,0.078696,0.091553,0.017495,0.011498,-0.005270,0.048663,0.114827,0.112205,0.013164,0.004431,-0.014984
2,61,10.000000,1.338079,0.254187,0.125916,0.081023,0.099545,0.025773,-0.006918,-0.007676,0.050049,0.109876,0.101743,0.017115,-0.013053,-0.007383
2,62,1.003823,1.399018,0.269980,0.158463,0.095000,0.109743,0.009962,0.011833,-0.012290,0.074496,0.112141,0.094422,0.005000,-0.012714,-0.004118
2,63,10.000000,1.460537,0.272033,0.129277,0.095000,0.106462,0.011175,-0.015000,0.015000,0.062924,0.119322,0.089503,0.022046,-0.004150,-0.007496
2,64,0.988322,1.419526,0.271471,0.154823,0.095000,0.110305,0.009036,0.009259,-0.009816,0.074173,0.111693,0.092744,0.005000,-0.013395,-0.005369
2,65,0.956800,1.415086,0.270905,0.156646,0.095000,0.110499,0.009945,0.010800,-0.011466,0.074463,0.112095,0.093779,0.005000,-0.012978,-0.004602
2,66,1.882291,1.452817,0.274372,0.133747,0.095000,0.115000,0.013699,-0.002464,0.002468,0.074629,0.112685,0.090638,0.005000,-0.015000,0.001241
2,67,10.000000,1.556980,0.273621,0.145972,0.095000,0.115000,0.015411,0.012875,-0.011602,0.074478,0.116230,0.092574,0.005000,-0.015000,-0.009271
2,68,10.000000,1.409445,0.271188,0.147424,0.095000,0.111057,0.022175,-0.014163,-0.006767,0.074263,0.130178,0.097283,0.010068,0.006733,-0.002361
2,69,1.135806,1.410398,0.270707,0.152486,0.094224,0.109661,0.010884,0.008092,-0.009028,0.074393,0.111877,0.093293,0.007283,-0.013197,-0.003142
2,70,1.196678,1.411081,0.270737,0.151394,0.091932,0.104478,0.011275,0.011448,-0.006678,0.074345,0.116861,0.093356,0.005000,-0.013280,-0.005700
2,71,1.355728,1.409178,0.270827,0.137476,0.095000,0.099867,0.010007,0.010860,0.001429,0.074458,0.105980,0.113386,0.005000,-0.013755,0.006913
2,72,2.485727,1.408249,0.270759,0.144377,0.085418,0.115000,0.016819,0.012636,0.004651,0.074315,0.124576,0.105635,0.005000,-0.013242,-0.002443
2,73,1.504202,1.409272,0.270609,0.150410,0.087328,0.102571,0.008158,-0.008430,-0.015000,0.074464,0.128085,0.096674,0.005000,-0.013204,-0.007553
2,74,10.000000,1.224267,0.310500,0.131790,0.065000,0.100185,0.025469,-0.001608,-0.015000,0.045000,0.112236,0.085000,0.035000,0.015000,0.012515
2,75,1.219647,1.407824,0.270423,0.144929,0.095000,0.091892,0.005753,0.010313,0.001729,0.074498,0.107721,0.093331,0.005000,-0.013231,-0.008833
2,76,1.274127,1.409757,0.270656,0.142547,0.095000,0.091767,0.018407,0.007177,-0.015000,0.074295,0.102496,0.085000,0.005000,-0.013441,0.006799
2,77,1.239037,1.410545,0.271147,0.154944,0.095000,0.098964,0.012098,0.014330,-0.015000,0.074432,0.133934,0.088422,0.005000,-0.013559,-0.014165
2,78,1.274374,1.410310,0.270468,0.129877,0.095000,0.093474,0.005000,-0.004492,-0.015000,0.074351,0.115045,0.087374,0.005000,-0.013255,-0.014320
2,79,1.342262,1.409960,0.270169,0.133203,0.095000,0.114130,0.010786,-0.001512,0.007464,0.074229,0.117691,0.085407,0.005000,-0.013165,0.007052
2,80,1.106169,1.411525,0.271252,0.161000,0.095000,0.098803,0.013259,0.010570,-0.015000,0.074327,0.102000,0.089665,0.005000,-0.013756,0.011404
2,81,1.117164,1.413214,0.270932,0.145548,0.095000,0.104861,0.009655,-0.004826,-0.014479,0.074239,0.117461,0.090672,0.005000,-0.013467,-0.002346
2,82,1.353038,1.416178,0.271065,0.161000,0.095000,0.098452,0.010340,0.006305,0.002574,0.074321,0.109317,0.089970,0.005000,-0.012702,-0.015000
2,83,1.041317,1.411919,0.270718,0.141842,0.095000,0.115000,0.008958,0.015000,-0.013151,0.074339,0.102288,0.092218,0.005000,-0.013043,-0.003370
2,84,4.542432,1.419696,0.293359,0.122171,0.095000,0.106635,0.007296,0.000947,-0.015000,0.051988,0.119155,0.098686,0.005022,-0.000897,0.014386
2,85,10.000000,1.446653,0.310500,0.147470,0.095000,0.115000,0.005000,0.003973,0.002521,0.045000,0.107780,0.114151,0.005000,0.000049,0.015000
2,86,1.363616,1.407919,0.270572,0.139161,0.095000,0.089292,0.016517,0.012867,-0.009117,0.074525,0.111998,0.101622,0.005000,-0.013425,0.014237
2,87,1.274265,1.417507,0.270453,0.161000,0.094758,0.115000,0.007095,-0.006522,-0.014444,0.074416,0.104817,0.111340,0.005000,-0.012981,0.005959
2,88,1.133349,1.405428,0.272145,0.161000,0.095000,0.108027,0.018433,0.015000,-0.015000,0.074449,0.102000,0.085000,0.005000,-0.014242,-0.002883
2,89,1.374411,1.406301,0.270117,0.143430,0.095000,0.101477,0.009353,-0.006994,0.009006,0.074950,0.137250,0.105194,0.005000,-0.015000,-0.006449
2,90,1.710292,1.190000,0.310500,0.161000,0.095000,0.115000,0.005000,-0.015000,-0.015000,0.075000,0.102000,0.085000,0.005000,-0.015000,0.015000
2,91,10.000000,1.274379,0.310500,0.127496,0.095000,0.115000,0.005000,-0.015000,-0.015000,0.075000,0.126546,0.085000,0.005000,-0.015000,-0.003188
2,92,1.694675,1.190000,0.230866,0.161000,0.095000,0.115000,0.005000,-0.015000,0.015000,0.075000,0.102000,0.085000,0.005000,-0.015000,0.015000
2,93,10.000000,1.418316,0.292764,0.152489,0.095000,0.115000,0.013875,0.013414,-0.015000,0.074523,0.132305,0.100307,0.009034,-0.012907,-0.005646
2,94,0.947234,1.408549,0.268861,0.152066,0.094758,0.115000,0.005000,0.004423,-0.009109,0.057579,0.109255,0.090527,0.006813,-0.015000,-0.007449
2,95,1.207958,1.399570,0.267221,0.143315,0.095000,0.106152,0.005000,0.007170,-0.013180,0.067902,0.104336,0.104692,0.005306,-0.009966,0.015000
2,96,1.321915,1.403760,0.268556,0.161000,0.095000,0.111714,0.012846,0.005478,-0.001304,0.062030,0.138000,0.089390,0.006264,-0.003012,0.003104
2,97,1.032202,1.397073,0.268816,0.161000,0.095000,0.115000,0.005000,0.000480,-0.000543,0.075000,0.132558,0.098372,0.005172,-0.015000,0.007009
2,98,0.919660,1.405191,0.268269,0.156633,0.095000,0.111989,0.005000,-0.000111,-0.008253,0.075000,0.109153,0.086510,0.005824,-0.015000,-0.010853
2,99,1.228830,1.190000,0.272176,0.144677,0.093715,0.110138,0.005000,0.015000,-0.004937,0.062977,0.102000,0.096801,0.005000,0.009182,0.012104
2,100,1.057774,1.190000,0.257443,0.158763,0.095000,0.115000,0.005000,-0.001448,-0.015000,0.075000,0.110179,0.085000,0.005000,-0.015000,0.015000
