trial,reward,cot,distance,velocity,avg_tilt,survived,freq,duty_factor,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
1,-2.250430,0.237358,1.422019,0.284404,0.096022,1.000000,1.990000,0.200000,0.130178,0.102233,0.095517,-0.014003,0.055294,-0.017939,0.028944,0.107893,0.090565,0.031235,-0.044226,-0.004653
2,-2.181364,0.227781,1.751936,0.350387,0.091943,1.000000,1.990000,0.200000,0.145497,0.102439,0.093916,-0.008786,0.053996,-0.022911,0.037020,0.120473,0.075932,0.032774,-0.052691,-0.013492
3,-2.173810,0.208611,1.782997,0.356599,0.096063,1.000000,1.990000,0.200000,0.142641,0.098346,0.103602,-0.012725,0.062894,-0.033336,0.043457,0.122616,0.086108,0.032483,-0.047662,-0.011779
4,-2.767151,1.819346,0.490789,0.098158,0.133686,1.000000,1.990000,0.200000,0.138456,0.100814,0.096520,0.001257,0.061232,-0.032099,0.027977,0.111706,0.083282,0.037160,-0.057241,-0.024905
5,-9.490160,,-0.080073,-0.016015,0.139333,1.000000,1.990000,0.200000,0.145537,0.097950,0.095474,0.000755,0.062163,-0.035250,0.039978,0.118091,0.092555,0.033578,-0.052412,-0.019107
6,-2.286543,0.352099,1.345577,0.269115,0.077467,1.000000,1.990000,0.200000,0.131922,0.095352,0.098684,0.000968,0.054479,-0.013793,0.040185,0.106133,0.092775,0.027008,-0.060333,-0.012573
7,-2.190430,0.242407,1.730982,0.346196,0.089342,1.000000,1.990000,0.200000,0.138226,0.099755,0.089300,-0.011214,0.063514,-0.034701,0.038039,0.117664,0.086824,0.035106,-0.056999,-0.011946
8,-2.147271,0.245294,1.955576,0.391115,0.106083,1.000000,1.990000,0.200000,0.145648,0.095352,0.095563,-0.011615,0.064443,-0.023970,0.053842,0.118197,0.083475,0.040623,-0.045141,-0.017791
9,-2.158458,0.161644,1.840803,0.368161,0.120868,1.000000,1.990000,0.200000,0.135487,0.095976,0.096413,-0.023638,0.064185,-0.022779,0.031425,0.114777,0.085836,0.042466,-0.055794,-0.014465
10,-2.160902,0.231187,1.842646,0.368529,0.077081,1.000000,1.990000,0.200000,0.140694,0.105005,0.101872,-0.006533,0.060732,-0.025745,0.031563,0.122382,0.088653,0.032608,-0.046300,-0.014818
11,-4.152387,8.325728,0.107844,0.021569,0.140650,1.000000,1.990000,0.200000,0.136727,0.107819,0.099696,-0.000382,0.053381,-0.027940,0.047300,0.112462,0.084978,0.037153,-0.053671,-0.019288
12,-2.189178,0.227713,1.709934,0.341987,0.093501,1.000000,1.990000,0.200000,0.148132,0.093512,0.095690,-0.011742,0.062327,-0.022927,0.042465,0.110990,0.085506,0.032075,-0.045969,-0.020259
13,-9.490455,,-0.227497,-0.045499,0.182890,1.000000,1.990000,0.200000,0.134406,0.100507,0.093087,0.000911,0.062237,-0.025089,0.038921,0.123469,0.086525,0.047727,-0.043118,-0.013839
14,-2.209989,0.233013,1.647090,0.329418,0.112615,1.000000,1.990000,0.200000,0.137188,0.087441,0.098661,-0.017263,0.066053,-0.034375,0.047089,0.127283,0.095170,0.036712,-0.042587,-0.009498
15,-2.117450,0.225905,2.081236,0.416247,0.090122,1.000000,1.990000,0.200000,0.145275,0.106252,0.082564,-0.009912,0.066172,-0.029436,0.041854,0.128857,0.086319,0.039144,-0.050225,-0.026363
16,-2.105438,0.170039,2.149464,0.429893,0.135089,1.000000,1.990000,0.200000,0.144492,0.103632,0.097192,-0.022885,0.063223,-0.028858,0.040229,0.111057,0.081209,0.049095,-0.052063,-0.009157
17,-2.189109,0.218528,1.722576,0.344515,0.107079,1.000000,1.990000,0.200000,0.145828,0.090550,0.101116,-0.012582,0.059108,-0.022369,0.046350,0.113391,0.077743,0.038610,-0.052969,-0.017359
18,-2.134255,0.189096,1.971626,0.394325,0.110908,1.000000,1.990000,0.200000,0.134810,0.095433,0.100004,-0.022474,0.068296,-0.029832,0.046807,0.121159,0.091101,0.029917,-0.043511,-0.025145
19,-2.452814,0.779584,0.949241,0.189848,0.144545,1.000000,1.990000,0.200000,0.125888,0.099803,0.096336,-0.008268,0.071700,-0.033357,0.037785,0.112217,0.086480,0.040291,-0.050315,-0.025505
