trial,reward,cot,distance,velocity,avg_tilt,survived,freq,duty_factor,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
1,-2.456006,0.950690,0.953108,0.190622,0.087683,1.000000,1.400000,0.200000,0.131871,0.089191,0.112836,0.022422,0.057467,-0.000704,0.057418,0.134460,0.102353,0.028714,-0.052721,-0.000107
2,-2.761615,1.999873,0.554192,0.110838,0.113146,1.000000,1.400000,0.200000,0.159889,0.082639,0.100143,0.024138,0.048512,0.002595,0.047486,0.144438,0.097249,0.033401,-0.040086,0.003119
3,-2.863467,2.391714,0.430718,0.086144,0.101615,1.000000,1.400000,0.200000,0.148329,0.083427,0.101373,0.019669,0.043056,0.001636,0.063266,0.134692,0.102990,0.029023,-0.055277,0.007133
4,-9.491307,,-0.653592,-0.130718,0.134229,1.000000,1.400000,0.200000,0.137199,0.076151,0.101517,0.017022,0.051482,-0.001256,0.061308,0.135612,0.091462,0.018789,-0.058929,-0.003419
5,-3.490357,5.289551,0.226863,0.045373,0.113680,1.000000,1.400000,0.200000,0.152045,0.074911,0.111969,0.017735,0.036101,0.011472,0.059346,0.140158,0.100366,0.025559,-0.051793,-0.003420
6,-9.493693,,-1.846609,-0.369322,0.159953,1.000000,1.400000,0.200000,0.119340,0.075988,0.105602,0.025895,0.046815,0.007245,0.057149,0.147890,0.098629,0.016097,-0.062738,-0.000385
7,-9.491275,,-0.637431,-0.127486,0.126065,1.000000,1.400000,0.200000,0.144648,0.075351,0.093845,0.015038,0.051163,-0.000412,0.062486,0.144119,0.101853,0.009668,-0.051970,-0.002380
8,-3.348963,4.583915,0.263473,0.052695,0.121334,1.000000,1.400000,0.200000,0.142062,0.080083,0.097676,0.015409,0.043753,0.001089,0.054495,0.149954,0.110887,0.017973,-0.043049,-0.015905
9,-2.644310,1.549077,0.590722,0.118144,0.067581,1.000000,1.400000,0.200000,0.135473,0.073986,0.100754,0.032344,0.048980,0.005670,0.046859,0.142661,0.095780,0.026125,-0.057616,0.012367
10,-3.796267,6.738434,0.157775,0.031555,0.119652,1.000000,1.400000,0.200000,0.147852,0.079481,0.103581,0.015960,0.050927,-0.005108,0.060423,0.142809,0.105654,0.021300,-0.057351,-0.002768
11,-9.493666,,-1.832987,-0.366597,0.158829,1.000000,1.400000,0.200000,0.140572,0.074848,0.105730,0.022637,0.056276,-0.000729,0.063567,0.147910,0.091098,0.022176,-0.050663,0.004770
12,-3.033571,3.132560,0.316545,0.063309,0.117960,1.000000,1.400000,0.200000,0.130428,0.080546,0.118344,0.020381,0.042038,0.011839,0.059403,0.141529,0.103545,0.027843,-0.048501,0.005578
13,-2.524495,1.137844,0.780698,0.156140,0.063845,1.000000,1.400000,0.200000,0.143557,0.078705,0.098978,0.036245,0.056582,0.001597,0.048739,0.141201,0.102961,0.025564,-0.048972,-0.000109
14,-2.704911,1.738123,0.497386,0.099477,0.068527,1.000000,1.400000,0.200000,0.141082,0.073640,0.112326,0.035145,0.052806,0.001505,0.056309,0.139413,0.104270,0.029359,-0.046896,-0.001853
15,-2.666760,1.592473,0.566645,0.113329,0.093608,1.000000,1.400000,0.200000,0.134030,0.087019,0.109653,0.033000,0.047574,0.008078,0.052365,0.147214,0.099038,0.034834,-0.050916,-0.004851
16,-2.360488,0.764012,1.246698,0.249340,0.072061,1.000000,1.400000,0.200000,0.142940,0.090001,0.095851,0.023151,0.053109,0.004137,0.056734,0.127462,0.110747,0.024030,-0.059964,-0.011531
17,-3.808895,6.799360,0.148700,0.029740,0.128002,1.000000,1.400000,0.200000,0.147744,0.082304,0.107949,0.010555,0.063190,0.003399,0.065269,0.138972,0.098704,0.028719,-0.059249,0.012056
18,-2.638103,1.453749,0.602472,0.120494,0.132195,1.000000,1.400000,0.200000,0.133287,0.081739,0.103409,0.020902,0.049329,-0.004038,0.041398,0.145461,0.094785,0.037511,-0.052361,-0.001856
19,-2.919856,2.610475,0.355003,0.071001,0.106265,1.000000,1.400000,0.200000,0.132894,0.081399,0.103970,0.023913,0.047808,0.002782,0.054985,0.132642,0.098126,0.030008,-0.052914,-0.002720
20,-2.549464,1.173055,0.692268,0.138454,0.073909,1.000000,1.400000,0.200000,0.128765,0.075760,0.102204,0.028249,0.050347,-0.010613,0.052301,0.135062,0.101763,0.024146,-0.044307,0.002104
21,-2.764954,1.987697,0.522165,0.104433,0.108162,1.000000,1.400000,0.200000,0.150080,0.092039,0.099127,0.020426,0.051826,0.002110,0.058115,0.143152,0.103767,0.024395,-0.045130,0.005109
22,-2.717549,1.754250,0.488109,0.097622,0.076454,1.000000,1.400000,0.200000,0.135663,0.081733,0.104682,0.022073,0.039653,-0.011121,0.053640,0.151246,0.107125,0.026434,-0.059713,-0.003303
23,-2.573913,1.235891,0.678262,0.135652,0.074993,1.000000,1.400000,0.200000,0.143505,0.085314,0.090101,0.026936,0.048076,-0.002419,0.046892,0.133960,0.106796,0.031662,-0.057126,0.000663
24,-2.537071,1.084505,0.691888,0.138378,0.082495,1.000000,1.400000,0.200000,0.132285,0.087547,0.087337,0.035463,0.049841,0.004611,0.054563,0.134857,0.112676,0.037067,-0.046200,-0.000077
25,-2.505705,1.049958,0.821400,0.164280,0.071074,1.000000,1.400000,0.200000,0.144644,0.083512,0.099354,0.027761,0.056483,-0.004025,0.052078,0.142637,0.101548,0.027886,-0.052166,-0.004015
26,-2.450722,0.897879,0.948864,0.189773,0.073732,1.000000,1.400000,0.200000,0.147517,0.086031,0.102032,0.030463,0.060579,-0.003994,0.057408,0.135459,0.105115,0.031328,-0.054901,-0.013581
27,-2.641501,1.459605,0.604352,0.120870,0.116630,1.000000,1.400000,0.200000,0.135769,0.077243,0.095746,0.023727,0.044142,0.001953,0.054056,0.122081,0.111577,0.030639,-0.056534,-0.008498
28,-2.555951,1.279875,0.863654,0.172731,0.128564,1.000000,1.400000,0.200000,0.156973,0.089772,0.099268,0.022060,0.060627,-0.004934,0.056214,0.149576,0.109097,0.037630,-0.052617,-0.019626
29,-2.442793,0.896116,0.949837,0.189967,0.078065,1.000000,1.400000,0.200000,0.130177,0.086161,0.096694,0.024928,0.052132,-0.004825,0.052084,0.121671,0.110042,0.023302,-0.055372,0.003301
30,-2.459125,0.944467,0.961191,0.192238,0.087652,1.000000,1.400000,0.200000,0.140481,0.097256,0.103792,0.024919,0.051927,0.007904,0.056177,0.122070,0.113526,0.031103,-0.055055,-0.002626
31,-9.492349,,-1.174458,-0.234892,0.142375,1.000000,1.400000,0.200000,0.125222,0.080171,0.101743,0.028398,0.055878,0.003717,0.065159,0.145219,0.118907,0.013856,-0.057618,-0.002338
32,-2.414706,0.860526,1.052756,0.210551,0.070223,1.000000,1.400000,0.200000,0.147163,0.080743,0.101944,0.026683,0.056061,-0.005409,0.049179,0.126835,0.107412,0.023460,-0.048192,0.003689
33,-2.485481,0.968456,0.860058,0.172012,0.093512,1.000000,1.400000,0.200000,0.144356,0.093026,0.086330,0.027663,0.054838,-0.000937,0.049221,0.137142,0.104153,0.039216,-0.051462,-0.008544
34,-2.414023,0.836974,1.045033,0.209007,0.081195,1.000000,1.400000,0.200000,0.122834,0.088262,0.092923,0.017073,0.052295,-0.001817,0.044675,0.128368,0.108876,0.020376,-0.047471,0.002588
35,-2.615210,1.420903,0.710066,0.142013,0.128408,1.000000,1.400000,0.200000,0.152373,0.084696,0.094967,0.019569,0.051363,0.002444,0.055665,0.135673,0.108985,0.032934,-0.046873,-0.004935
36,-2.445070,0.850016,0.906880,0.181376,0.086944,1.000000,1.400000,0.200000,0.133402,0.086778,0.097588,0.025115,0.059126,-0.003330,0.041994,0.124865,0.109172,0.033253,-0.057440,0.010932
37,-2.428244,0.804549,0.947651,0.189530,0.081675,1.000000,1.400000,0.200000,0.134285,0.088168,0.094411,0.026240,0.049116,-0.010923,0.061508,0.125135,0.110989,0.030813,-0.055841,-0.004257
38,-2.443906,0.964390,1.009178,0.201836,0.080445,1.000000,1.400000,0.200000,0.149449,0.079001,0.104532,0.029329,0.046986,-0.006545,0.051454,0.126344,0.100783,0.019268,-0.051252,0.001062
39,-2.359219,0.734708,1.216059,0.243212,0.077898,1.000000,1.400000,0.200000,0.137734,0.089337,0.096364,0.021269,0.054081,0.002341,0.053119,0.116289,0.110603,0.025633,-0.044445,-0.005837
40,-4.175974,8.598371,0.112158,0.022432,0.119981,1.000000,1.400000,0.200000,0.140434,0.082492,0.099119,0.017112,0.036309,-0.000228,0.059799,0.127905,0.113454,0.025604,-0.060490,0.007633
41,-2.339834,0.732682,1.289574,0.257915,0.071904,1.000000,1.400000,0.200000,0.162362,0.089382,0.094888,0.028133,0.058588,-0.015110,0.059653,0.122480,0.103344,0.026442,-0.052264,-0.002745
42,-2.491566,1.033021,0.844410,0.168882,0.076023,1.000000,1.400000,0.200000,0.130631,0.083106,0.104866,0.024249,0.044380,-0.005790,0.050059,0.131781,0.107555,0.023485,-0.049288,0.007798
43,-2.436526,0.823643,0.927206,0.185441,0.080101,1.000000,1.400000,0.200000,0.127727,0.086910,0.094448,0.029473,0.059391,-0.010107,0.051144,0.116178,0.119393,0.032897,-0.056626,-0.006589
44,-2.522672,1.108010,0.805500,0.161100,0.076176,1.000000,1.400000,0.200000,0.147188,0.087098,0.105077,0.024975,0.061047,-0.000090,0.045935,0.130142,0.107113,0.031613,-0.060600,-0.000378
45,-2.681933,1.636836,0.601115,0.120223,0.117559,1.000000,1.400000,0.200000,0.148991,0.079332,0.099110,0.015548,0.048284,-0.011668,0.055817,0.133735,0.108004,0.030225,-0.043687,-0.004018
46,-2.433554,0.801163,0.939902,0.187980,0.091953,1.000000,1.400000,0.200000,0.137803,0.084380,0.103220,0.025541,0.061426,-0.007289,0.040147,0.121073,0.104061,0.037650,-0.053722,-0.001060
47,-2.367519,0.754083,1.177458,0.235492,0.076320,1.000000,1.400000,0.200000,0.156861,0.094884,0.091755,0.028225,0.050333,-0.009819,0.059626,0.113650,0.113546,0.030756,-0.047503,0.006177
48,-2.403502,0.843458,1.094417,0.218883,0.082004,1.000000,1.400000,0.200000,0.147143,0.087162,0.098307,0.027583,0.058125,-0.012026,0.063487,0.122198,0.105771,0.020625,-0.049117,-0.011588
49,-2.335348,0.735859,1.330285,0.266057,0.064388,1.000000,1.400000,0.200000,0.157200,0.091491,0.094309,0.028818,0.052573,0.001076,0.056158,0.112809,0.106033,0.026418,-0.065586,-0.014556
50,-2.325564,0.619086,1.258722,0.251744,0.074324,1.000000,1.400000,0.200000,0.146385,0.099742,0.088056,0.029755,0.051799,-0.016592,0.041632,0.112003,0.109385,0.035443,-0.052142,-0.008208
51,-2.492909,1.091744,0.889868,0.177974,0.073746,1.000000,1.400000,0.200000,0.155710,0.077750,0.109738,0.036927,0.049701,-0.007006,0.069274,0.126763,0.103719,0.024343,-0.042010,-0.003638
52,-2.368062,0.766694,1.194097,0.238819,0.076350,1.000000,1.400000,0.200000,0.145997,0.099305,0.093358,0.029413,0.052701,-0.006991,0.052692,0.130939,0.111719,0.025739,-0.055882,-0.005396
53,-2.381351,0.817332,1.174346,0.234869,0.093849,1.000000,1.400000,0.200000,0.146050,0.092588,0.094523,0.025706,0.053100,-0.010878,0.055831,0.112126,0.118462,0.015423,-0.045544,0.000074
54,-2.787106,2.064308,0.497286,0.099457,0.096168,1.000000,1.400000,0.200000,0.140262,0.092331,0.095492,0.014085,0.054650,0.003129,0.044310,0.124042,0.110929,0.022206,-0.035270,0.006864
55,-2.372096,0.738148,1.154174,0.230835,0.071586,1.000000,1.400000,0.200000,0.149878,0.085796,0.088002,0.027051,0.061518,-0.010833,0.053991,0.136609,0.105389,0.028787,-0.045659,-0.005709
56,-2.352054,0.731761,1.255831,0.251166,0.069111,1.000000,1.400000,0.200000,0.164442,0.089719,0.089187,0.022372,0.048614,-0.013587,0.053301,0.127594,0.106826,0.030363,-0.049274,0.002977
57,-2.398171,0.811789,1.080343,0.216069,0.075092,1.000000,1.400000,0.200000,0.160615,0.087922,0.080443,0.040000,0.052329,-0.014394,0.050604,0.112079,0.115155,0.026014,-0.068812,-0.007158
58,-2.312359,0.668823,1.383926,0.276785,0.063143,1.000000,1.400000,0.200000,0.162232,0.092084,0.092167,0.030485,0.056476,-0.007368,0.047627,0.123637,0.113393,0.029524,-0.056805,-0.013310
59,-2.303604,0.635814,1.383405,0.276681,0.071503,1.000000,1.400000,0.200000,0.144774,0.093267,0.089249,0.023499,0.056816,-0.008139,0.052849,0.115514,0.113939,0.026872,-0.053583,-0.015523
60,-2.268648,0.650061,1.568316,0.313663,0.068845,1.000000,1.400000,0.200000,0.166169,0.095190,0.089606,0.026460,0.053972,-0.008501,0.049334,0.128469,0.108985,0.027160,-0.067110,-0.012873
61,-2.350949,0.793341,1.318593,0.263719,0.086363,1.000000,1.400000,0.200000,0.141759,0.096947,0.089177,0.024584,0.050725,-0.004455,0.043419,0.117495,0.089833,0.026760,-0.052947,-0.008466
62,-2.356267,0.788037,1.273691,0.254738,0.085189,1.000000,1.400000,0.200000,0.143552,0.094823,0.090693,0.022765,0.041975,-0.001730,0.040175,0.121151,0.110872,0.017277,-0.061757,0.004633
63,-2.356971,0.836968,1.342765,0.268553,0.101752,1.000000,1.400000,0.200000,0.154338,0.098910,0.092583,0.029419,0.048497,-0.008040,0.040050,0.113984,0.105775,0.016760,-0.055087,-0.016924
